bee,light_type,bearing,run,date
2016.09.13.14.35,gh,10,62,2016.09.13
2016.09.13.14.35,gh,10,63,2016.09.13
2016.09.13.14.35,gh,50,64,2016.09.13
2016.09.13.14.35,gh,80,65,2016.09.13
2016.09.13.14.35,gh,15,66,2016.09.13
2016.09.13.14.35,gh,350,67,2016.09.13
2016.09.13.16.11,ul,225,1,2016.09.13
2016.09.13.16.11,ul,215,2,2016.09.13
2016.09.13.16.11,ul,205,3,2016.09.13
2016.09.13.16.11,ul,240,4,2016.09.13
2016.09.13.16.11,ul,180,5,2016.09.13
2016.09.13.16.11,ul,140,6,2016.09.13
2016.09.13.16.11,ul,190,7,2016.09.13
2016.09.13.16.11,ul,155,8,2016.09.13
2016.09.13.16.11,ul,180,9,2016.09.13
2016.09.13.16.11,ul,180,10,2016.09.13
2016.09.13.16.11,ul,190,11,2016.09.13
2016.09.13.16.11,ul,150,12,2016.09.13
2016.09.13.16.11,ul,195,13,2016.09.13
2016.09.13.16.11,ul,160,14,2016.09.13
2016.09.13.16.11,ul,175,15,2016.09.13
2016.09.13.16.11,uh,85,16,2016.09.13
2016.09.13.16.11,uh,80,17,2016.09.13
2016.09.13.16.11,uh,80,18,2016.09.13
2016.09.13.16.11,uh,90,19,2016.09.13
2016.09.13.16.11,uh,75,20,2016.09.13
2016.09.13.16.11,uh,100,21,2016.09.13
2016.09.13.16.11,uh,90,22,2016.09.13
2016.09.13.16.11,uh,120,23,2016.09.13
2016.09.13.16.11,uh,85,24,2016.09.13
2016.09.13.16.11,uh,70,25,2016.09.13
2016.09.13.16.11,uh,100,26,2016.09.13
2016.09.13.16.11,uh,85,27,2016.09.13
2016.09.13.16.11,uh,85,28,2016.09.13
2016.09.13.16.11,gl,90,29,2016.09.13
2016.09.13.16.11,gl,150,30,2016.09.13
2016.09.13.16.11,gl,220,31,2016.09.13
2016.09.13.16.11,gl,185,32,2016.09.13
2016.09.13.16.11,gl,190,33,2016.09.13
2016.09.13.16.11,gl,20,34,2016.09.13
2016.09.13.16.11,gl,15,35,2016.09.13
2016.09.13.16.11,gl,80,36,2016.09.13
2016.09.13.16.11,gl,70,37,2016.09.13
2016.09.13.16.11,gl,240,38,2016.09.13
2016.09.13.16.11,gl,160,39,2016.09.13
2016.09.13.16.11,gl,210,40,2016.09.13
2016.09.13.16.11,gl,220,41,2016.09.13
2016.09.13.16.11,gl,165,42,2016.09.13
2016.09.13.16.24,ul,180,1,2016.09.13
2016.09.13.16.24,ul,250,2,2016.09.13
2016.09.13.16.24,ul,145,3,2016.09.13
2016.09.13.16.24,ul,255,4,2016.09.13
2016.09.13.16.24,ul,130,5,2016.09.13
2016.09.13.16.24,ul,130,6,2016.09.13
2016.09.13.16.24,ul,150,7,2016.09.13
2016.09.13.16.24,ul,135,8,2016.09.13
2016.09.13.16.24,ul,300,9,2016.09.13
2016.09.13.16.24,ul,235,10,2016.09.13
2016.09.13.16.24,ul,290,11,2016.09.13
2016.09.13.16.24,ul,330,12,2016.09.13
2016.09.13.16.24,ul,180,13,2016.09.13
2016.09.13.16.24,ul,320,14,2016.09.13
2016.09.13.16.24,ul,280,15,2016.09.13
2016.09.13.16.24,ul,315,16,2016.09.13
2016.09.13.16.24,ul,220,17,2016.09.13
2016.09.13.16.24,ul,290,18,2016.09.13
2016.09.13.16.24,ul,250,19,2016.09.13
2016.09.13.16.24,ul,260,20,2016.09.13
2016.09.13.16.24,uh,175,21,2016.09.13
2016.09.13.16.24,uh,170,22,2016.09.13
2016.09.13.16.24,uh,190,23,2016.09.13
2016.09.13.16.24,uh,180,24,2016.09.13
2016.09.13.16.24,uh,165,25,2016.09.13
2016.09.13.16.24,uh,170,26,2016.09.13
2016.09.13.16.24,uh,160,27,2016.09.13
2016.09.13.16.24,uh,180,28,2016.09.13
2016.09.13.16.24,uh,185,29,2016.09.13
2016.09.13.16.24,uh,155,30,2016.09.13
2016.09.14.13.51,ul,20,1,2016.09.14
2016.09.14.13.51,ul,100,2,2016.09.14
2016.09.14.13.51,ul,50,3,2016.09.14
2016.09.14.13.51,ul,100,4,2016.09.14
2016.09.14.13.51,ul,85,5,2016.09.14
2016.09.14.13.51,ul,190,6,2016.09.14
2016.09.14.13.51,ul,70,7,2016.09.14
2016.09.14.13.51,ul,120,8,2016.09.14
2016.09.14.13.51,ul,170,9,2016.09.14
2016.09.14.13.51,ul,90,10,2016.09.14
2016.09.14.13.51,ul,95,11,2016.09.14
2016.09.14.13.51,ul,50,12,2016.09.14
2016.09.14.13.51,ul,80,13,2016.09.14
2016.09.14.13.51,ul,85,14,2016.09.14
2016.09.14.13.51,ul,65,15,2016.09.14
2016.09.14.13.51,ul,80,16,2016.09.14
2016.09.14.13.51,ul,90,17,2016.09.14
2016.09.14.13.51,uh,355,18,2016.09.14
2016.09.14.13.51,uh,350,19,2016.09.14
2016.09.14.13.51,uh,0,20,2016.09.14
2016.09.14.13.51,uh,10,21,2016.09.14
2016.09.14.13.51,uh,45,22,2016.09.14
2016.09.14.13.51,uh,355,23,2016.09.14
2016.09.14.13.51,uh,0,24,2016.09.14
2016.09.14.13.51,uh,355,25,2016.09.14
2016.09.14.13.51,uh,340,26,2016.09.14
2016.09.14.13.51,uh,335,27,2016.09.14
2016.09.14.13.51,uh,345,28,2016.09.14
2016.09.14.13.51,uh,340,29,2016.09.14
2016.09.14.13.51,uh,340,30,2016.09.14
2016.09.14.13.51,uh,350,31,2016.09.14
2016.09.14.14.03,ul,235,1,2016.09.14
2016.09.14.14.03,ul,290,2,2016.09.14
2016.09.14.14.03,ul,315,3,2016.09.14
2016.09.14.14.03,ul,5,4,2016.09.14
2016.09.14.14.03,ul,340,5,2016.09.14
2016.09.14.14.03,ul,315,6,2016.09.14
2016.09.14.14.03,ul,60,7,2016.09.14
2016.09.14.14.03,ul,275,8,2016.09.14
2016.09.14.14.03,ul,350,9,2016.09.14
2016.09.14.14.03,ul,320,10,2016.09.14
2016.09.14.14.03,ul,0,11,2016.09.14
2016.09.14.14.03,ul,320,12,2016.09.14
2016.09.14.14.03,ul,330,13,2016.09.14
2016.09.14.14.03,ul,280,14,2016.09.14
2016.09.14.14.03,ul,50,15,2016.09.14
2016.09.14.14.03,ul,0,16,2016.09.14
2016.09.14.14.03,ul,330,17,2016.09.14
2016.09.14.14.03,ul,345,18,2016.09.14
2016.09.14.14.03,ul,260,19,2016.09.14
2016.09.14.14.03,ul,350,20,2016.09.14
2016.09.14.14.03,ul,260,21,2016.09.14
2016.09.14.14.03,ul,355,22,2016.09.14
2016.09.14.14.03,ul,275,23,2016.09.14
2016.09.14.14.03,ul,345,24,2016.09.14
2016.09.14.14.03,ul,260,25,2016.09.14
2016.09.14.14.03,ul,340,26,2016.09.14
2016.09.14.14.03,ul,280,27,2016.09.14
2016.09.14.14.03,ul,240,28,2016.09.14
2016.09.14.14.03,uh,175,29,2016.09.14
2016.09.14.14.03,uh,175,30,2016.09.14
2016.09.14.14.03,uh,160,31,2016.09.14
2016.09.14.14.03,uh,160,32,2016.09.14
2016.09.14.14.03,uh,190,33,2016.09.14
2016.09.14.14.03,uh,150,34,2016.09.14
2016.09.14.14.03,uh,180,35,2016.09.14
2016.09.14.14.03,uh,170,36,2016.09.14
2016.09.14.14.03,uh,180,37,2016.09.14
2016.09.14.14.40,ul,250,1,2016.09.14
2016.09.14.14.40,ul,265,2,2016.09.14
2016.09.14.14.40,ul,220,3,2016.09.14
2016.09.14.14.40,ul,220,4,2016.09.14
2016.09.14.14.40,ul,270,5,2016.09.14
2016.09.14.14.40,ul,275,6,2016.09.14
2016.09.14.14.40,ul,265,7,2016.09.14
2016.09.14.14.40,ul,210,8,2016.09.14
2016.09.14.14.40,ul,265,9,2016.09.14
2016.09.14.14.40,ul,275,10,2016.09.14
2016.09.14.14.40,uh,170,11,2016.09.14
2016.09.14.14.40,uh,165,12,2016.09.14
2016.09.14.14.40,uh,160,13,2016.09.14
2016.09.14.14.40,uh,170,14,2016.09.14
2016.09.14.14.40,uh,160,15,2016.09.14
2016.09.14.14.40,uh,150,16,2016.09.14
2016.09.14.14.40,uh,170,17,2016.09.14
2016.09.14.14.40,uh,165,18,2016.09.14
2016.09.14.14.40,uh,190,19,2016.09.14
2016.09.14.14.40,uh,175,20,2016.09.14
2016.09.14.14.40,uh,165,21,2016.09.14
2016.09.14.14.40,uh,160,22,2016.09.14
2016.09.14.14.40,gl,230,23,2016.09.14
2016.09.14.14.40,gl,70,24,2016.09.14
2016.09.14.14.40,gl,90,25,2016.09.14
2016.09.14.14.40,gl,200,26,2016.09.14
2016.09.14.14.40,gl,340,27,2016.09.14
2016.09.14.14.40,gl,220,28,2016.09.14
2016.09.14.14.40,gl,145,29,2016.09.14
2016.09.14.14.40,gl,180,30,2016.09.14
2016.09.14.14.40,gl,320,31,2016.09.14
2016.09.14.14.40,gl,190,32,2016.09.14
2016.09.14.14.40,gl,145,33,2016.09.14
2016.09.14.14.40,gl,270,34,2016.09.14
2016.09.14.14.40,gh,210,35,2016.09.14
2016.09.14.14.40,gh,150,36,2016.09.14
2016.09.14.14.40,gh,235,37,2016.09.14
2016.09.14.14.40,gh,250,38,2016.09.14
2016.09.14.14.40,gh,195,39,2016.09.14
2016.09.14.14.40,gh,330,40,2016.09.14
2016.09.14.14.40,gh,120,41,2016.09.14
2016.09.14.14.40,gh,175,42,2016.09.14
2016.09.14.14.40,gh,60,43,2016.09.14
2016.09.14.14.40,gh,290,44,2016.09.14
2016.09.14.14.40,gh,30,45,2016.09.14
2016.09.14.14.59,ul,60,1,2016.09.14
2016.09.14.14.59,ul,200,2,2016.09.14
2016.09.14.14.59,ul,190,3,2016.09.14
2016.09.14.14.59,ul,140,4,2016.09.14
2016.09.14.14.59,ul,200,5,2016.09.14
2016.09.14.14.59,ul,180,6,2016.09.14
2016.09.14.14.59,ul,120,7,2016.09.14
2016.09.14.14.59,ul,185,8,2016.09.14
2016.09.14.14.59,ul,210,9,2016.09.14
2016.09.14.14.59,ul,260,10,2016.09.14
2016.09.14.14.59,ul,140,11,2016.09.14
2016.09.14.14.59,ul,200,12,2016.09.14
2016.09.14.14.59,ul,215,13,2016.09.14
2016.09.14.14.59,ul,150,14,2016.09.14
2016.09.14.14.59,uh,5,15,2016.09.14
2016.09.14.14.59,uh,40,16,2016.09.14
2016.09.14.14.59,uh,40,17,2016.09.14
2016.09.14.14.59,uh,0,18,2016.09.14
2016.09.14.14.59,uh,30,19,2016.09.14
2016.09.14.14.59,uh,30,20,2016.09.14
2016.09.14.14.59,uh,10,21,2016.09.14
2016.09.14.14.59,uh,0,22,2016.09.14
2016.09.14.14.59,uh,340,23,2016.09.14
2016.09.14.14.59,uh,10,24,2016.09.14
2016.09.14.14.59,uh,5,25,2016.09.14
2016.09.14.14.59,uh,10,26,2016.09.14
2016.09.14.14.59,uh,350,27,2016.09.14
2016.09.14.14.59,uh,350,28,2016.09.14
2016.09.14.14.59,uh,340,29,2016.09.14
2016.09.14.14.59,uh,10,30,2016.09.14
2016.09.14.14.59,uh,355,31,2016.09.14
2016.09.14.14.59,uh,0,32,2016.09.14
2016.09.14.14.59,uh,355,33,2016.09.14
2016.09.14.14.59,gl,270,34,2016.09.14
2016.09.14.14.59,gl,330,35,2016.09.14
2016.09.14.14.59,gl,270,36,2016.09.14
2016.09.14.14.59,gl,50,37,2016.09.14
2016.09.14.14.59,gl,320,38,2016.09.14
2016.09.14.14.59,gl,290,39,2016.09.14
2016.09.14.14.59,gl,110,40,2016.09.14
2016.09.14.14.59,gl,5,41,2016.09.14
2016.09.14.15.47,ul,80,1,2016.09.14
2016.09.14.15.47,ul,130,2,2016.09.14
2016.09.14.15.47,ul,110,3,2016.09.14
2016.09.14.15.47,ul,130,4,2016.09.14
2016.09.14.15.47,ul,115,5,2016.09.14
2016.09.14.15.47,ul,145,6,2016.09.14
2016.09.14.15.47,ul,110,7,2016.09.14
2016.09.14.15.47,ul,120,8,2016.09.14
2016.09.14.15.47,ul,120,9,2016.09.14
2016.09.14.15.47,ul,115,10,2016.09.14
2016.09.14.15.47,ul,110,11,2016.09.14
2016.09.14.15.47,ul,110,12,2016.09.14
2016.09.14.15.47,ul,90,13,2016.09.14
2016.09.14.15.47,ul,105,14,2016.09.14
2016.09.14.15.47,ul,220,15,2016.09.14
2016.09.14.15.47,ul,340,16,2016.09.14
2016.09.14.15.47,ul,240,17,2016.09.14
2016.09.14.15.47,ul,240,18,2016.09.14
2016.09.14.15.47,ul,140,19,2016.09.14
2016.09.14.15.47,ul,125,20,2016.09.14
2016.09.14.15.47,uh,30,21,2016.09.14
2016.09.14.15.47,uh,0,22,2016.09.14
2016.09.14.15.47,uh,15,23,2016.09.14
2016.09.14.15.47,uh,40,24,2016.09.14
2016.09.14.15.47,uh,20,25,2016.09.14
2016.09.14.15.47,uh,355,26,2016.09.14
2016.09.14.15.47,uh,20,27,2016.09.14
2016.09.14.15.47,uh,20,28,2016.09.14
2016.09.14.15.47,uh,40,29,2016.09.14
2016.09.14.15.47,uh,0,30,2016.09.14
2016.09.14.15.47,uh,350,31,2016.09.14
2016.09.14.16.07,ul,170,1,2016.09.14
2016.09.14.16.07,ul,130,2,2016.09.14
2016.09.14.16.07,ul,120,3,2016.09.14
2016.09.14.16.07,ul,100,4,2016.09.14
2016.09.14.16.07,ul,130,5,2016.09.14
2016.09.14.16.07,ul,110,6,2016.09.14
2016.09.14.16.07,ul,140,7,2016.09.14
2016.09.14.16.07,ul,110,8,2016.09.14
2016.09.14.16.07,ul,110,9,2016.09.14
2016.09.14.16.07,ul,115,10,2016.09.14
2016.09.14.16.07,ul,115,11,2016.09.14
2016.09.14.16.07,ul,100,12,2016.09.14
2016.09.14.16.07,ul,100,13,2016.09.14
2016.09.14.16.07,ul,90,14,2016.09.14
2016.09.14.16.07,ul,190,15,2016.09.14
2016.09.14.16.07,ul,90,16,2016.09.14
2016.09.14.16.07,ul,130,17,2016.09.14
2016.09.14.16.07,ul,85,18,2016.09.14
2016.09.14.16.07,ul,150,19,2016.09.14
2016.09.14.16.07,uh,60,20,2016.09.14
2016.09.14.16.07,uh,80,21,2016.09.14
2016.09.14.16.07,uh,10,22,2016.09.14
2016.09.14.16.07,uh,65,23,2016.09.14
2016.09.14.16.07,uh,40,24,2016.09.14
2016.09.14.16.19,ul,290,1,2016.09.14
2016.09.14.16.19,ul,260,2,2016.09.14
2016.09.14.16.19,ul,300,3,2016.09.14
2016.09.14.16.19,ul,275,4,2016.09.14
2016.09.14.16.19,ul,320,5,2016.09.14
2016.09.14.16.19,ul,310,6,2016.09.14
2016.09.14.16.19,ul,310,7,2016.09.14
2016.09.14.16.19,ul,260,8,2016.09.14
2016.09.14.16.19,ul,320,9,2016.09.14
2016.09.14.16.19,ul,90,10,2016.09.14
2016.09.14.16.19,ul,60,11,2016.09.14
2016.09.14.16.19,ul,40,12,2016.09.14
2016.09.14.16.19,ul,85,13,2016.09.14
2016.09.14.16.19,ul,35,14,2016.09.14
2016.09.14.16.19,ul,75,15,2016.09.14
2016.09.14.16.19,ul,70,16,2016.09.14
2016.09.14.16.19,ul,135,17,2016.09.14
2016.09.14.16.19,ul,25,18,2016.09.14
2016.09.14.16.19,ul,90,19,2016.09.14
2016.09.14.16.19,ul,40,20,2016.09.14
2016.09.14.16.19,uh,70,21,2016.09.14
2016.09.14.16.19,uh,35,22,2016.09.14
2016.09.14.16.19,uh,0,23,2016.09.14
2016.09.14.16.19,uh,0,24,2016.09.14
2016.09.14.16.19,uh,0,25,2016.09.14
2016.09.14.16.19,uh,5,26,2016.09.14
2016.09.14.16.19,uh,10,27,2016.09.14
2016.09.14.16.19,uh,50,28,2016.09.14
2016.09.14.16.19,uh,10,29,2016.09.14
2016.09.14.16.19,uh,10,30,2016.09.14
2016.09.14.16.19,uh,10,31,2016.09.14
2016.09.14.16.19,uh,20,32,2016.09.14
2016.09.14.16.19,uh,0,33,2016.09.14
2016.09.14.16.54,ul,290,1,2016.09.14
2016.09.14.16.54,ul,300,2,2016.09.14
2016.09.14.16.54,ul,310,3,2016.09.14
2016.09.14.16.54,ul,175,4,2016.09.14
2016.09.14.16.54,ul,310,5,2016.09.14
2016.09.14.16.54,ul,270,6,2016.09.14
2016.09.14.16.54,ul,330,7,2016.09.14
2016.09.14.16.54,ul,260,8,2016.09.14
2016.09.14.16.54,ul,320,9,2016.09.14
2016.09.14.16.54,ul,275,10,2016.09.14
2016.09.14.16.54,ul,320,11,2016.09.14
2016.09.14.16.54,ul,220,12,2016.09.14
2016.09.14.16.54,ul,325,13,2016.09.14
2016.09.14.16.54,ul,250,14,2016.09.14
2016.09.14.16.54,ul,310,15,2016.09.14
2016.09.14.16.54,ul,280,16,2016.09.14
2016.09.14.16.54,ul,320,17,2016.09.14
2016.09.14.16.54,ul,290,18,2016.09.14
2016.09.14.16.54,ul,350,19,2016.09.14
2016.09.14.16.54,ul,350,20,2016.09.14
2016.09.14.16.54,uh,200,21,2016.09.14
2016.09.14.16.54,uh,240,22,2016.09.14
2016.09.14.16.54,uh,200,23,2016.09.14
2016.09.14.16.54,uh,210,24,2016.09.14
2016.09.14.16.54,uh,220,25,2016.09.14
2016.09.14.16.54,uh,240,26,2016.09.14
2016.09.14.16.54,uh,230,27,2016.09.14
2016.09.14.16.54,uh,250,28,2016.09.14
2016.09.14.16.54,uh,190,29,2016.09.14
2016.09.14.16.54,uh,260,30,2016.09.14
2016.09.14.16.54,uh,225,31,2016.09.14
2016.09.14.16.54,uh,230,32,2016.09.14
2016.09.14.16.54,uh,215,33,2016.09.14
2016.09.14.16.54,uh,230,34,2016.09.14
2016.09.14.16.54,uh,210,35,2016.09.14
2016.09.14.16.54,gl,275,36,2016.09.14
2016.09.14.16.54,gl,155,37,2016.09.14
2016.09.14.16.54,gl,220,38,2016.09.14
2016.09.14.16.54,gl,230,39,2016.09.14
2016.09.14.16.54,gl,220,40,2016.09.14
2016.09.14.16.54,gl,260,41,2016.09.14
2016.09.14.16.54,gl,240,42,2016.09.14
2016.09.14.16.54,gl,305,43,2016.09.14
2016.09.14.16.54,gl,340,44,2016.09.14
2016.09.14.16.54,gl,330,45,2016.09.14
2016.09.14.16.54,gl,210,46,2016.09.14
2016.09.14.16.54,gl,350,47,2016.09.14
2016.09.14.16.54,gl,280,48,2016.09.14
2016.09.14.16.54,gh,250,49,2016.09.14
2016.09.14.16.54,gh,200,50,2016.09.14
2016.09.14.16.54,gh,290,51,2016.09.14
2016.09.14.16.54,gh,205,52,2016.09.14
2016.09.14.16.54,gh,165,53,2016.09.14
2016.09.14.16.54,gh,185,54,2016.09.14
2016.09.14.17.25,ul,165,1,2016.09.14
2016.09.14.17.25,ul,275,2,2016.09.14
2016.09.14.17.25,ul,255,3,2016.09.14
2016.09.14.17.25,ul,230,4,2016.09.14
2016.09.14.17.25,ul,300,5,2016.09.14
2016.09.14.17.25,ul,235,6,2016.09.14
2016.09.14.17.25,ul,270,7,2016.09.14
2016.09.14.17.25,ul,230,8,2016.09.14
2016.09.14.17.25,ul,160,9,2016.09.14
2016.09.14.17.25,ul,145,10,2016.09.14
2016.09.14.17.25,ul,190,11,2016.09.14
2016.09.14.17.25,ul,100,12,2016.09.14
2016.09.14.17.25,ul,280,13,2016.09.14
2016.09.14.17.25,ul,160,14,2016.09.14
2016.09.14.17.25,ul,210,15,2016.09.14
2016.09.14.17.25,ul,270,16,2016.09.14
2016.09.14.17.25,uh,210,17,2016.09.14
2016.09.14.17.25,uh,180,18,2016.09.14
2016.09.14.17.25,uh,220,19,2016.09.14
2016.09.14.17.25,uh,230,20,2016.09.14
2016.09.14.17.25,uh,225,21,2016.09.14
2016.09.14.17.25,uh,240,22,2016.09.14
2016.09.27.15.52,ul,210,1,2016.09.27
2016.09.27.15.52,ul,250,2,2016.09.27
2016.09.27.15.52,ul,270,3,2016.09.27
2016.09.27.15.52,ul,330,4,2016.09.27
2016.09.27.15.52,ul,250,5,2016.09.27
2016.09.27.15.52,ul,340,6,2016.09.27
2016.09.27.15.52,ul,180,7,2016.09.27
2016.09.27.15.52,ul,290,8,2016.09.27
2016.09.27.15.52,ul,285,9,2016.09.27
2016.09.27.15.52,ul,160,10,2016.09.27
2016.09.27.15.52,ul,240,11,2016.09.27
2016.09.27.15.52,uh,180,12,2016.09.27
2016.09.27.15.52,uh,190,13,2016.09.27
2016.09.27.15.52,uh,170,14,2016.09.27
2016.09.27.15.52,uh,170,15,2016.09.27
2016.09.27.15.52,uh,165,16,2016.09.27
2016.09.27.15.52,uh,180,17,2016.09.27
2016.09.27.15.52,uh,170,18,2016.09.27
2016.09.27.15.52,uh,120,19,2016.09.27
2016.09.27.15.52,uh,165,20,2016.09.27
2016.09.27.15.52,uh,170,21,2016.09.27
2016.09.27.15.52,ul2,70,22,2016.09.27
2016.09.27.15.52,ul2,245,23,2016.09.27
2016.09.27.15.52,ul2,180,24,2016.09.27
2016.09.27.15.52,ul2,210,25,2016.09.27
2016.09.27.15.52,ul2,180,26,2016.09.27
2016.09.27.15.52,ul2,250,27,2016.09.27
2016.09.27.15.52,ul2,95,28,2016.09.27
2016.09.29.14.21,ul,35,1,2016.09.29
2016.09.29.14.21,ul,190,2,2016.09.29
2016.09.29.14.21,ul,180,3,2016.09.29
2016.09.29.14.21,ul,45,4,2016.09.29
2016.09.29.14.21,ul,340,5,2016.09.29
2016.09.29.14.21,ul,30,6,2016.09.29
2016.09.29.14.21,ul,35,7,2016.09.29
2016.09.29.14.21,ul,70,8,2016.09.29
2016.09.29.14.21,ul,325,9,2016.09.29
2016.09.29.14.21,ul,110,10,2016.09.29
2016.09.29.14.21,ul,120,11,2016.09.29
2016.09.29.14.21,ul,140,12,2016.09.29
2016.09.29.14.21,ul,40,13,2016.09.29
2016.09.29.14.21,ul,20,14,2016.09.29
2016.09.29.14.21,uh,355,15,2016.09.29
2016.09.29.14.21,uh,40,16,2016.09.29
2016.09.29.14.21,uh,350,17,2016.09.29
2016.09.29.14.21,uh,340,18,2016.09.29
2016.09.29.14.21,uh,0,19,2016.09.29
2016.09.29.14.52,ul,100,1,2016.09.29
2016.09.29.14.52,ul,190,2,2016.09.29
2016.09.29.14.52,ul,190,3,2016.09.29
2016.09.29.14.52,ul,115,4,2016.09.29
2016.09.29.14.52,ul,70,5,2016.09.29
2016.09.29.14.52,ul,230,6,2016.09.29
2016.09.29.14.52,ul,130,7,2016.09.29
2016.09.29.14.52,ul,150,8,2016.09.29
2016.09.29.14.52,ul,90,9,2016.09.29
2016.09.29.14.52,ul,160,10,2016.09.29
2016.09.29.14.52,ul,210,11,2016.09.29
2016.09.29.14.52,ul,100,12,2016.09.29
2016.09.29.14.52,ul,70,13,2016.09.29
2016.09.29.14.52,ul,70,14,2016.09.29
2016.09.29.14.52,ul,110,15,2016.09.29
2016.09.29.14.52,ul,120,16,2016.09.29
2016.09.29.14.52,ul,105,17,2016.09.29
2016.09.29.14.52,ul,60,18,2016.09.29
2016.09.29.14.52,ul,30,19,2016.09.29
2016.09.29.14.52,ul,90,20,2016.09.29
2016.09.29.14.52,uh,350,21,2016.09.29
2016.09.29.14.52,uh,10,22,2016.09.29
2016.09.29.14.52,uh,345,23,2016.09.29
2016.09.29.14.52,uh,30,24,2016.09.29
2016.09.29.14.52,uh,20,25,2016.09.29
2016.09.29.14.52,uh,355,26,2016.09.29
2016.09.29.14.52,uh,5,27,2016.09.29
2016.09.29.14.52,uh,15,28,2016.09.29
2016.09.29.14.52,uh,5,29,2016.09.29
2016.09.29.14.52,uh,350,30,2016.09.29
2016.09.29.14.52,uh,350,31,2016.09.29
2016.09.29.14.52,uh,330,32,2016.09.29
2016.09.29.14.52,uh,60,33,2016.09.29
2016.09.29.15.15,ul,90,1,2016.09.29
2016.09.29.15.15,ul,70,2,2016.09.29
2016.09.29.15.15,ul,115,3,2016.09.29
2016.09.29.15.15,ul,65,4,2016.09.29
2016.09.29.15.15,ul,0,5,2016.09.29
2016.09.29.15.15,ul,100,6,2016.09.29
2016.09.29.15.15,ul,5,7,2016.09.29
2016.09.29.15.15,ul,105,8,2016.09.29
2016.09.29.15.15,ul,75,9,2016.09.29
2016.09.29.15.15,ul,60,10,2016.09.29
2016.09.29.15.15,ul,115,11,2016.09.29
2016.09.29.15.15,ul,0,12,2016.09.29
2016.09.29.15.15,ul,100,13,2016.09.29
2016.09.29.15.15,uh,10,14,2016.09.29
2016.09.29.15.15,uh,350,15,2016.09.29
2016.09.29.15.15,uh,355,16,2016.09.29
2016.09.29.15.15,uh,0,17,2016.09.29
2016.09.29.15.15,uh,0,18,2016.09.29
2016.09.29.15.15,uh,40,19,2016.09.29
2016.09.29.15.15,uh,0,20,2016.09.29
2016.09.29.15.15,uh,30,21,2016.09.29
2016.09.29.15.15,uh,20,22,2016.09.29
2016.09.29.15.15,uh,355,23,2016.09.29
2016.09.29.15.15,uh,30,24,2016.09.29
2016.09.29.15.15,uh,335,25,2016.09.29
2016.09.29.15.15,uh,20,26,2016.09.29
2016.09.29.15.15,uh,330,27,2016.09.29
2016.09.29.15.15,uh,355,28,2016.09.29
2016.09.29.15.15,uh,35,29,2016.09.29
2016.09.29.15.43,ul,70,1,2016.09.29
2016.09.29.15.43,ul,90,2,2016.09.29
2016.09.29.15.43,ul,90,3,2016.09.29
2016.09.29.15.43,ul,110,4,2016.09.29
2016.09.29.15.43,ul,60,5,2016.09.29
2016.09.29.15.43,ul,135,6,2016.09.29
2016.09.29.15.43,ul,160,7,2016.09.29
2016.09.29.15.43,ul,135,8,2016.09.29
2016.09.29.15.43,ul,110,9,2016.09.29
2016.09.29.15.43,ul,75,10,2016.09.29
2016.09.29.15.43,ul,100,11,2016.09.29
2016.09.29.15.43,ul,105,12,2016.09.29
2016.09.29.15.43,ul,90,13,2016.09.29
2016.09.29.15.43,ul,85,14,2016.09.29
2016.09.29.15.43,ul,120,15,2016.09.29
2016.09.29.15.43,ul,45,16,2016.09.29
2016.09.29.15.43,ul,110,17,2016.09.29
2016.09.29.15.43,uh,320,18,2016.09.29
2016.09.29.15.43,uh,355,19,2016.09.29
2016.09.29.15.43,uh,30,20,2016.09.29
2016.09.29.15.43,uh,340,21,2016.09.29
2016.09.29.15.43,uh,20,22,2016.09.29
2016.09.29.15.43,uh,350,23,2016.09.29
2016.09.29.15.43,uh,30,24,2016.09.29
2016.09.29.15.43,uh,350,25,2016.09.29
2016.09.29.15.43,uh,5,26,2016.09.29
2016.09.29.15.43,uh,40,27,2016.09.29
2016.09.29.15.43,uh,350,28,2016.09.29
2016.09.29.15.43,uh,10,29,2016.09.29
2016.09.29.15.43,uh,355,30,2016.09.29
2016.09.29.15.43,uh,5,31,2016.09.29
2016.09.29.15.43,uh,15,32,2016.09.29
2016.09.29.15.43,uh,335,33,2016.09.29
2016.09.29.15.43,uh,30,34,2016.09.29
2016.09.29.15.43,uh,25,35,2016.09.29
2016.09.29.15.43,uh,30,36,2016.09.29
2016.09.29.15.43,uh,50,37,2016.09.29
2016.09.29.15.43,uh,355,38,2016.09.29
2016.09.29.15.43,uh,50,39,2016.09.29
2016.06.02.12.51,ul,110,1,2016.06.02
2016.06.02.12.51,ul,90,2,2016.06.02
2016.06.02.12.51,ul,90,3,2016.06.02
2016.06.02.12.51,ul,85,4,2016.06.02
2016.06.02.12.51,ul,40,5,2016.06.02
2016.06.02.12.51,ul,70,6,2016.06.02
2016.06.02.12.51,ul,275,7,2016.06.02
2016.06.02.12.51,ul,275,8,2016.06.02
2016.06.02.12.51,ul,60,9,2016.06.02
2016.06.02.12.51,ul,295,10,2016.06.02
2016.06.02.12.51,uh,320,11,2016.06.02
2016.06.02.12.51,uh,345,12,2016.06.02
2016.06.02.12.51,uh,40,13,2016.06.02
2016.06.02.12.51,uh,0,14,2016.06.02
2016.06.02.12.51,uh,10,15,2016.06.02
