bee,light_type,bearing,run,date
2016.06.28.15.27,ul,210,3,2016.06.28
2016.06.28.15.27,ul,190,4,2016.06.28
2016.06.28.15.27,ul,170,5,2016.06.28
2016.06.28.15.27,ul,160,6,2016.06.28
2016.06.28.15.27,ul,220,7,2016.06.28
2016.06.28.15.27,ul,310,8,2016.06.28
2016.06.28.15.27,ul,320,9,2016.06.28
2016.06.28.15.27,ul,195,10,2016.06.28
2016.06.28.15.27,ul,190,11,2016.06.28
2016.06.28.15.27,ul,170,12,2016.06.28
2016.06.28.15.27,ul,330,13,2016.06.28
2016.06.28.15.27,ul,310,14,2016.06.28
2016.06.28.15.27,uh,240,15,2016.06.28
2016.06.28.15.27,uh,290,16,2016.06.28
2016.06.28.15.27,uh,270,17,2016.06.28
2016.06.28.15.27,uh,240,18,2016.06.28
2016.06.28.15.27,uh,250,19,2016.06.28
2016.06.28.15.27,uh,265,20,2016.06.28
2016.06.28.15.27,uh,250,21,2016.06.28
2016.06.28.15.27,uh,260,22,2016.06.28
2016.06.28.15.27,uh,270,23,2016.06.28
2016.06.28.15.27,uh,280,24,2016.06.28
2016.06.28.15.27,uh,285,25,2016.06.28
2016.06.28.15.27,uh,250,26,2016.06.28
2016.06.28.15.27,uh,255,27,2016.06.28
2016.06.28.15.27,uh,270,28,2016.06.28
2016.06.28.15.27,uh,240,29,2016.06.28
2016.06.28.15.27,uh,255,30,2016.06.28
2016.06.28.15.27,uh,260,31,2016.06.28
2016.06.28.15.27,uh,230,32,2016.06.28
2016.06.28.15.27,uh,270,33,2016.06.28
2016.06.28.15.27,uh,230,34,2016.06.28
2016.06.28.15.27,uh,230,35,2016.06.28
2016.06.28.15.27,uh,240,36,2016.06.28
2016.06.28.15.27,uh,270,37,2016.06.28
2016.06.28.15.27,uh,265,38,2016.06.28
2016.06.28.15.27,uh,270,39,2016.06.28
2016.06.28.15.27,uh,250,40,2016.06.28
2016.06.28.15.27,uh,240,41,2016.06.28
2016.06.28.15.27,uh,240,42,2016.06.28
2016.06.28.15.27,uh,240,43,2016.06.28
2016.06.28.15.27,uh,260,44,2016.06.28
2016.06.28.15.27,uh,265,45,2016.06.28
2016.06.28.15.27,gh,270,46,2016.06.28
2016.06.28.15.27,gh,250,47,2016.06.28
2016.06.28.15.27,gh,260,48,2016.06.28
2016.06.28.15.27,gh,250,49,2016.06.28
2016.06.28.15.27,gh,260,50,2016.06.28
2016.06.28.15.27,gh,260,51,2016.06.28
2016.06.28.15.27,gh,250,52,2016.06.28
2016.06.28.15.27,gh,260,53,2016.06.28
2016.06.28.15.27,gh,240,54,2016.06.28
2016.06.28.15.27,gh,265,55,2016.06.28
2016.06.28.15.27,gh,260,56,2016.06.28
2016.06.28.15.27,gh,240,57,2016.06.28
2016.06.28.15.27,gh,220,58,2016.06.28
2016.06.28.15.27,gh,265,59,2016.06.28
2016.06.28.15.27,gh,260,60,2016.06.28
2016.06.28.15.27,gh,265,61,2016.06.28
2016.06.28.15.27,gh,255,62,2016.06.28
2016.06.28.15.27,gh,230,63,2016.06.28
2016.06.28.15.27,gl,270,64,2016.06.28
2016.06.28.15.27,gl,330,65,2016.06.28
2016.06.28.15.27,gl,205,66,2016.06.28
2016.06.28.15.27,gl,300,67,2016.06.28
2016.06.28.15.27,gl,200,68,2016.06.28
2016.06.28.15.27,gl,210,69,2016.06.28
2016.06.28.15.27,gl,270,70,2016.06.28
2016.06.28.15.27,gl,260,71,2016.06.28
2016.06.29.13.58,ul,250,1,2016.06.29
2016.06.29.13.58,ul,30,2,2016.06.29
2016.06.29.13.58,ul,245,3,2016.06.29
2016.06.29.13.58,ul,355,4,2016.06.29
2016.06.29.13.58,ul,60,5,2016.06.29
2016.06.29.13.58,ul,265,6,2016.06.29
2016.06.29.13.58,ul,260,7,2016.06.29
2016.06.29.13.58,ul,310,8,2016.06.29
2016.06.29.13.58,ul,320,9,2016.06.29
2016.06.29.13.58,uh,185,10,2016.06.29
2016.06.29.13.58,uh,210,11,2016.06.29
2016.06.29.13.58,uh,175,12,2016.06.29
2016.06.29.13.58,uh,185,13,2016.06.29
2016.06.29.13.58,uh,150,14,2016.06.29
2016.06.29.13.58,uh,165,15,2016.06.29
2016.06.29.13.58,uh,180,16,2016.06.29
2016.06.29.13.58,uh,190,17,2016.06.29
2016.06.29.13.58,uh,180,18,2016.06.29
2016.06.29.13.58,uh,175,19,2016.06.29
2016.06.29.13.58,uh,190,20,2016.06.29
2016.06.29.13.58,uh,170,21,2016.06.29
2016.06.29.13.58,uh,190,22,2016.06.29
2016.06.29.13.58,uh,170,23,2016.06.29
2016.06.29.13.58,uh,185,24,2016.06.29
2016.06.29.13.58,uh,180,25,2016.06.29
2016.06.29.13.58,uh,175,26,2016.06.29
2016.06.29.13.58,uh,170,27,2016.06.29
2016.06.29.13.58,uh,180,28,2016.06.29
2016.06.29.13.58,gh,175,29,2016.06.29
2016.06.29.13.58,gh,185,30,2016.06.29
2016.06.29.13.58,gh,185,31,2016.06.29
2016.06.29.13.58,gh,175,32,2016.06.29
2016.06.29.13.58,gh,170,33,2016.06.29
2016.06.29.13.58,gh,185,34,2016.06.29
2016.06.29.13.58,gh,180,35,2016.06.29
2016.06.29.13.58,gh,140,36,2016.06.29
2016.06.29.13.58,gh,210,37,2016.06.29
2016.06.29.13.58,gh,190,38,2016.06.29
2016.06.29.13.58,gh,165,39,2016.06.29
2016.06.29.13.58,gh,180,40,2016.06.29
2016.06.29.13.58,gh,170,41,2016.06.29
2016.06.29.13.58,gh,180,42,2016.06.29
2016.06.29.14.12,ul,310,1,2016.06.29
2016.06.29.14.12,ul,310,2,2016.06.29
2016.06.29.14.12,ul,350,3,2016.06.29
2016.06.29.14.12,ul,300,4,2016.06.29
2016.06.29.14.12,ul,270,5,2016.06.29
2016.06.29.14.12,ul,355,6,2016.06.29
2016.06.29.14.12,ul,55,7,2016.06.29
2016.06.29.14.12,ul,345,8,2016.06.29
2016.06.29.14.12,ul,345,9,2016.06.29
2016.06.29.14.12,ul,340,10,2016.06.29
2016.06.29.14.12,ul,5,11,2016.06.29
2016.06.29.14.12,ul,290,12,2016.06.29
2016.06.29.14.12,ul,265,13,2016.06.29
2016.06.29.14.12,ul,290,14,2016.06.29
2016.06.29.14.12,ul,190,15,2016.06.29
2016.06.29.14.12,ul,310,16,2016.06.29
2016.06.29.14.12,ul,330,17,2016.06.29
2016.06.29.14.12,ul,320,18,2016.06.29
2016.06.29.14.12,ul,300,19,2016.06.29
2016.06.29.14.12,ul,320,20,2016.06.29
2016.06.29.14.12,ul,10,21,2016.06.29
2016.06.29.14.12,ul,40,22,2016.06.29
2016.06.29.14.12,ul,105,23,2016.06.29
2016.06.29.14.12,ul,315,24,2016.06.29
2016.06.29.14.12,uh,190,25,2016.06.29
2016.06.29.14.12,uh,250,26,2016.06.29
2016.06.29.14.12,uh,190,27,2016.06.29
2016.06.29.14.12,uh,240,28,2016.06.29
2016.06.29.14.12,uh,225,29,2016.06.29
2016.06.29.14.12,uh,240,30,2016.06.29
2016.06.29.14.12,uh,250,31,2016.06.29
2016.06.29.14.12,uh,280,32,2016.06.29
2016.06.29.14.12,uh,205,33,2016.06.29
2016.06.29.14.12,uh,220,34,2016.06.29
2016.06.29.14.12,uh,250,35,2016.06.29
2016.06.29.14.12,uh,220,36,2016.06.29
2016.06.29.14.12,uh,230,37,2016.06.29
2016.06.29.14.12,uh,230,38,2016.06.29
2016.06.29.14.12,uh,250,39,2016.06.29
2016.06.29.14.12,uh,230,40,2016.06.29
2016.06.29.14.12,uh,205,41,2016.06.29
2016.06.29.14.12,uh,240,42,2016.06.29
2016.06.29.14.12,uh,230,43,2016.06.29
2016.06.29.14.12,uh,250,44,2016.06.29
2016.06.29.14.12,uh,220,45,2016.06.29
2016.06.29.14.12,uh,250,46,2016.06.29
2016.06.29.14.12,uh,240,47,2016.06.29
2016.06.29.14.12,gh,250,48,2016.06.29
2016.06.29.14.12,gh,230,49,2016.06.29
2016.06.29.14.12,gh,240,50,2016.06.29
2016.06.29.14.12,gh,240,51,2016.06.29
2016.06.29.14.12,gh,240,52,2016.06.29
2016.06.29.14.12,gh,225,53,2016.06.29
2016.06.29.14.12,gh,230,54,2016.06.29
2016.06.29.14.12,gh,235,55,2016.06.29
2016.06.29.14.12,gh,240,56,2016.06.29
2016.06.29.14.12,gh,200,57,2016.06.29
2016.06.29.14.12,gh,220,58,2016.06.29
2016.06.29.14.12,gh,225,59,2016.06.29
2016.06.29.14.22,ul,145,1,2016.06.29
2016.06.29.14.22,ul,165,2,2016.06.29
2016.06.29.14.22,ul,80,3,2016.06.29
2016.06.29.14.22,ul,150,4,2016.06.29
2016.06.29.14.22,ul,125,5,2016.06.29
2016.06.29.14.22,ul,190,6,2016.06.29
2016.06.29.14.22,ul,195,7,2016.06.29
2016.06.29.14.22,ul,70,8,2016.06.29
2016.06.29.14.22,ul,95,9,2016.06.29
2016.06.29.14.22,ul,20,10,2016.06.29
2016.06.29.14.22,ul,60,11,2016.06.29
2016.06.29.14.22,ul,110,12,2016.06.29
2016.06.29.14.22,ul,180,13,2016.06.29
2016.06.29.14.22,ul,80,14,2016.06.29
2016.06.29.14.22,ul,140,15,2016.06.29
2016.06.29.14.22,ul,150,16,2016.06.29
2016.06.29.14.22,uh,335,17,2016.06.29
2016.06.29.14.22,uh,345,18,2016.06.29
2016.06.29.14.22,uh,345,19,2016.06.29
2016.06.29.14.22,uh,350,20,2016.06.29
2016.06.29.14.22,uh,300,21,2016.06.29
2016.06.29.14.22,uh,320,22,2016.06.29
2016.06.29.14.22,uh,330,23,2016.06.29
2016.06.29.14.22,uh,275,24,2016.06.29
2016.06.29.14.22,uh,340,25,2016.06.29
2016.06.29.14.22,uh,310,26,2016.06.29
2016.06.29.14.22,uh,300,27,2016.06.29
2016.06.29.14.22,uh,300,28,2016.06.29
2016.06.29.14.22,uh,280,29,2016.06.29
2016.06.29.14.22,uh,270,30,2016.06.29
2016.06.29.14.22,uh,325,31,2016.06.29
2016.06.29.14.22,uh,300,32,2016.06.29
2016.06.29.14.22,uh,315,33,2016.06.29
2016.06.29.14.22,uh,320,34,2016.06.29
2016.06.29.14.22,uh,280,35,2016.06.29
2016.06.29.14.22,uh,315,36,2016.06.29
2016.07.01.13.38,ul,310,1,2016.07.01
2016.07.01.13.38,ul,345,2,2016.07.01
2016.07.01.13.38,ul,265,3,2016.07.01
2016.07.01.13.38,ul,335,4,2016.07.01
2016.07.01.13.38,ul,170,5,2016.07.01
2016.07.01.13.38,ul,330,6,2016.07.01
2016.07.01.13.38,ul,280,7,2016.07.01
2016.07.01.13.38,ul,290,8,2016.07.01
2016.07.01.13.38,ul,30,9,2016.07.01
2016.07.01.13.38,ul,245,10,2016.07.01
2016.07.01.13.38,ul,10,11,2016.07.01
2016.07.01.13.38,ul,310,12,2016.07.01
2016.07.01.13.38,ul,175,13,2016.07.01
2016.07.01.13.38,ul,320,14,2016.07.01
2016.07.01.13.38,ul,265,15,2016.07.01
2016.07.01.13.38,ul,295,16,2016.07.01
2016.07.01.13.38,ul,255,17,2016.07.01
2016.07.01.13.38,ul,320,18,2016.07.01
2016.07.01.13.38,ul,310,19,2016.07.01
2016.07.01.13.38,ul,260,20,2016.07.01
2016.07.01.13.38,uh,310,21,2016.07.01
2016.07.01.13.38,uh,340,22,2016.07.01
2016.07.01.13.38,uh,325,23,2016.07.01
2016.07.01.13.38,uh,320,24,2016.07.01
2016.07.01.13.38,uh,335,25,2016.07.01
2016.07.01.13.38,uh,340,26,2016.07.01
2016.07.01.13.38,uh,275,27,2016.07.01
2016.07.01.13.38,uh,270,28,2016.07.01
2016.07.01.13.38,uh,300,29,2016.07.01
2016.07.01.13.38,uh,280,30,2016.07.01
2016.07.01.13.38,uh,300,31,2016.07.01
2016.07.01.13.38,uh,270,32,2016.07.01
2016.07.01.13.38,uh,320,33,2016.07.01
2016.07.01.13.38,uh,320,34,2016.07.01
2016.07.01.13.38,uh,310,35,2016.07.01
2016.07.01.13.38,uh,320,36,2016.07.01
2016.07.01.13.38,uh,320,37,2016.07.01
2016.07.01.13.38,uh,300,38,2016.07.01
2016.07.01.13.38,gh,285,39,2016.07.01
2016.07.01.13.38,gh,275,40,2016.07.01
2016.07.01.13.38,gh,355,41,2016.07.01
2016.07.01.13.38,gh,60,42,2016.07.01
2016.07.01.13.38,gh,70,43,2016.07.01
2016.07.01.13.38,gh,65,44,2016.07.01
2016.07.01.13.38,gh,5,45,2016.07.01
2016.07.01.13.38,gh,350,46,2016.07.01
2016.07.01.13.38,gh,325,47,2016.07.01
2016.07.01.13.38,gh,330,48,2016.07.01
2016.07.01.13.38,gh,20,49,2016.07.01
2016.07.01.13.38,gh,345,50,2016.07.01
2016.07.01.13.38,gh,310,51,2016.07.01
2016.07.01.13.38,gh,300,52,2016.07.01
2016.07.01.14.43,ul,95,1,2016.07.01
2016.07.01.14.43,ul,50,2,2016.07.01
2016.07.01.14.43,ul,60,3,2016.07.01
2016.07.01.14.43,ul,75,4,2016.07.01
2016.07.01.14.43,ul,40,5,2016.07.01
2016.07.01.14.43,ul,110,6,2016.07.01
2016.07.01.14.43,ul,60,7,2016.07.01
2016.07.01.14.43,ul,80,8,2016.07.01
2016.07.01.14.43,ul,30,9,2016.07.01
2016.07.01.14.43,ul,130,10,2016.07.01
2016.07.01.14.43,ul,35,11,2016.07.01
2016.07.01.14.43,ul,40,12,2016.07.01
2016.07.01.14.43,ul,40,13,2016.07.01
2016.07.01.14.43,ul,30,14,2016.07.01
2016.07.01.14.43,ul,115,15,2016.07.01
2016.07.01.14.43,ul,50,16,2016.07.01
2016.07.01.14.43,ul,50,17,2016.07.01
2016.07.01.14.43,ul,220,18,2016.07.01
2016.07.01.14.43,ul,40,19,2016.07.01
2016.07.01.14.43,ul,80,20,2016.07.01
2016.07.01.14.43,ul,50,21,2016.07.01
2016.07.01.14.43,ul,220,22,2016.07.01
2016.07.01.14.43,ul,70,23,2016.07.01
2016.07.01.14.43,ul,60,24,2016.07.01
2016.07.01.14.43,ul,300,25,2016.07.01
2016.07.01.14.43,uh,340,26,2016.07.01
2016.07.01.14.43,uh,310,27,2016.07.01
2016.07.01.14.43,uh,325,28,2016.07.01
2016.07.01.14.43,uh,320,29,2016.07.01
2016.07.01.14.43,uh,295,30,2016.07.01
2016.07.01.14.43,uh,320,31,2016.07.01
2016.07.01.14.43,uh,310,32,2016.07.01
2016.07.01.14.43,uh,305,33,2016.07.01
2016.07.01.14.43,uh,330,34,2016.07.01
2016.07.01.14.43,uh,340,35,2016.07.01
2016.07.01.14.43,uh,350,36,2016.07.01
2016.07.01.14.43,uh,320,37,2016.07.01
2016.07.01.14.43,uh,320,38,2016.07.01
2016.07.01.14.43,uh,0,39,2016.07.01
2016.07.01.14.43,uh,350,40,2016.07.01
2016.07.01.14.43,uh,355,41,2016.07.01
2016.07.01.14.49,ul,85,1,2016.07.01
2016.07.01.14.49,ul,85,2,2016.07.01
2016.07.01.14.49,ul,60,3,2016.07.01
2016.07.01.14.49,ul,70,4,2016.07.01
2016.07.01.14.49,ul,35,5,2016.07.01
2016.07.01.14.49,ul,85,6,2016.07.01
2016.07.01.14.49,ul,60,7,2016.07.01
2016.07.01.14.49,ul,70,8,2016.07.01
2016.07.01.14.49,ul,70,9,2016.07.01
2016.07.01.14.49,ul,70,10,2016.07.01
2016.07.01.14.49,ul,350,11,2016.07.01
2016.07.01.14.49,ul,60,12,2016.07.01
2016.07.01.14.49,ul,70,13,2016.07.01
2016.07.01.14.49,ul,35,14,2016.07.01
2016.07.01.14.49,ul,30,15,2016.07.01
2016.07.01.14.49,uh,345,16,2016.07.01
2016.07.01.14.49,uh,340,17,2016.07.01
2016.07.01.14.49,uh,5,18,2016.07.01
2016.07.01.14.49,uh,345,19,2016.07.01
2016.07.01.14.49,uh,350,20,2016.07.01
2016.07.01.14.49,uh,0,21,2016.07.01
2016.07.01.14.49,uh,340,22,2016.07.01
2016.07.01.14.49,uh,340,23,2016.07.01
2016.07.01.14.49,uh,5,24,2016.07.01
2016.07.01.14.49,uh,5,25,2016.07.01
2016.07.01.14.49,uh,50,26,2016.07.01
2016.07.01.14.49,uh,330,27,2016.07.01
2016.07.01.14.49,uh,350,28,2016.07.01
2016.07.01.14.49,uh,350,29,2016.07.01
2016.07.01.14.49,uh,350,30,2016.07.01
2016.07.01.14.49,uh,340,31,2016.07.01
2016.07.01.14.49,uh,0,32,2016.07.01
2016.07.01.14.49,uh,345,33,2016.07.01
2016.07.01.14.49,gh,340,34,2016.07.01
2016.07.01.14.49,gh,355,35,2016.07.01
2016.07.01.14.49,gh,5,36,2016.07.01
2016.07.01.14.49,gh,340,37,2016.07.01
2016.07.01.14.49,gh,330,38,2016.07.01
2016.07.01.14.49,gh,355,39,2016.07.01
2016.07.01.14.49,gh,320,40,2016.07.01
2016.07.01.14.49,gh,350,41,2016.07.01
2016.07.01.14.49,gh,330,42,2016.07.01
2016.07.01.14.49,gh,340,43,2016.07.01
2016.07.04.__.__,ul,20,1,2016.07.04
2016.07.04.__.__,ul,10,2,2016.07.04
2016.07.04.__.__,ul,90,3,2016.07.04
2016.07.04.__.__,ul,5,4,2016.07.04
2016.07.04.__.__,ul,85,5,2016.07.04
2016.07.04.__.__,ul,40,6,2016.07.04
2016.07.04.__.__,ul,75,7,2016.07.04
2016.07.04.__.__,ul,20,8,2016.07.04
2016.07.04.__.__,ul,80,9,2016.07.04
2016.07.04.__.__,ul,10,10,2016.07.04
2016.07.04.__.__,ul,50,11,2016.07.04
2016.07.04.__.__,ul,30,12,2016.07.04
2016.07.04.__.__,ul,30,13,2016.07.04
2016.07.04.__.__,ul,25,14,2016.07.04
2016.07.04.__.__,ul,80,15,2016.07.04
2016.07.04.__.__,ul,25,16,2016.07.04
2016.07.04.__.__,ul,25,17,2016.07.04
2016.07.04.__.__,uh,5,18,2016.07.04
2016.07.04.__.__,uh,10,19,2016.07.04
2016.07.04.__.__,uh,0,20,2016.07.04
2016.07.04.__.__,uh,0,21,2016.07.04
2016.07.04.__.__,uh,0,22,2016.07.04
2016.07.04.__.__,uh,40,23,2016.07.04
2016.07.04.__.__,uh,345,24,2016.07.04
2016.07.04.__.__,uh,5,25,2016.07.04
2016.07.04.__.__,uh,355,26,2016.07.04
2016.07.04.__.__,uh,10,27,2016.07.04
2016.07.04.__.__,uh,15,28,2016.07.04
2016.07.04.__.__,uh,355,29,2016.07.04
2016.07.04.__.__,uh,340,30,2016.07.04
2016.07.04.__.__,uh,340,31,2016.07.04
2016.07.04.__.__,uh,5,32,2016.07.04
2016.07.04.__.__,uh,355,33,2016.07.04
2016.07.04.__.__,uh,320,34,2016.07.04
2016.07.04.__.__,uh,5,35,2016.07.04
2016.07.04.__.__,gh,10,36,2016.07.04
2016.07.04.__.__,gh,350,37,2016.07.04
2016.07.04.__.__,gh,355,38,2016.07.04
2016.07.04.__.__,gh,345,39,2016.07.04
2016.07.04.__.__,gh,305,40,2016.07.04
2016.07.04.__.__,gh,320,41,2016.07.04
2016.07.04.__.__,gh,310,42,2016.07.04
2016.07.04.__.__,gh,320,43,2016.07.04
2016.07.04.__.__,gh,0,44,2016.07.04
2016.07.04.__.__,gh,5,45,2016.07.04
2016.07.04.__.__,gh,335,46,2016.07.04
2016.07.04.__.__,gh,355,47,2016.07.04
2016.07.04.__.__,gh,350,48,2016.07.04
2016.07.04.__.__,gh,345,49,2016.07.04
2016.07.04.__.__,gh,340,50,2016.07.04
2016.07.04.__.__,gh,320,51,2016.07.04
2016.07.04.__.__,gh,335,52,2016.07.04
2016.07.04.__.__,gh,340,53,2016.07.04
2016.07.04.__.__,gh,0,54,2016.07.04
2016.07.04.__.__,gh,350,55,2016.07.04
2016.07.04.__.__,gl,20,56,2016.07.04
2016.07.04.__.__,gl,330,57,2016.07.04
2016.07.04.__.__,gl,340,58,2016.07.04
2016.07.04.__.__,gl,330,59,2016.07.04
2016.07.04.__.__,gl,340,60,2016.07.04
2016.07.04.__.__,gl,30,61,2016.07.04
2016.07.04.__.__,gl,335,62,2016.07.04
2016.07.04.__.__,gl,330,63,2016.07.04
2016.07.04.__.__,gl,340,64,2016.07.04
2016.07.04.__.__,gl,305,65,2016.07.04
2016.07.04.__.__,gl,335,66,2016.07.04
2016.07.04.__.__,gl,40,67,2016.07.04
2016.07.04.__.__,gl,340,68,2016.07.04
2016.07.04.__.__,gl,0,69,2016.07.04
2016.07.04.__.__,gl,355,70,2016.07.04
2016.07.04.__.__,gl,5,71,2016.07.04
2016.07.04.__.__,gl,355,72,2016.07.04
2016.07.04.__.__,gl,355,73,2016.07.04
2016.07.05.13.38,ul,350,1,2016.07.05
2016.07.05.13.38,ul,35,2,2016.07.05
2016.07.05.13.38,ul,5,3,2016.07.05
2016.07.05.13.38,ul,60,4,2016.07.05
2016.07.05.13.38,ul,60,5,2016.07.05
2016.07.05.13.38,ul,70,6,2016.07.05
2016.07.05.13.38,ul,40,7,2016.07.05
2016.07.05.13.38,ul,40,8,2016.07.05
2016.07.05.13.38,ul,50,9,2016.07.05
2016.07.05.13.38,ul,40,10,2016.07.05
2016.07.05.13.38,ul,50,11,2016.07.05
2016.07.05.13.38,ul,0,12,2016.07.05
2016.07.05.13.38,ul,70,13,2016.07.05
2016.07.05.13.38,ul,40,14,2016.07.05
2016.07.05.13.38,ul,355,15,2016.07.05
2016.07.05.13.38,ul,90,16,2016.07.05
2016.07.05.13.38,ul,340,17,2016.07.05
2016.07.05.13.38,ul,80,18,2016.07.05
2016.07.05.13.38,ul,30,19,2016.07.05
2016.07.05.13.38,uh,70,20,2016.07.05
2016.07.05.13.38,uh,345,21,2016.07.05
2016.07.05.13.38,uh,355,22,2016.07.05
2016.07.05.13.38,uh,330,23,2016.07.05
2016.07.05.13.38,uh,320,24,2016.07.05
2016.07.05.13.38,uh,340,25,2016.07.05
2016.07.05.13.38,uh,340,26,2016.07.05
2016.07.05.13.38,uh,300,27,2016.07.05
2016.07.05.13.38,uh,350,28,2016.07.05
2016.07.05.13.38,uh,340,29,2016.07.05
2016.07.05.13.38,uh,340,30,2016.07.05
2016.07.05.13.38,uh,325,31,2016.07.05
2016.07.05.13.38,uh,330,32,2016.07.05
2016.07.05.13.42,ul,5,1,2016.07.05
2016.07.05.13.42,ul,340,2,2016.07.05
2016.07.05.13.42,ul,5,3,2016.07.05
2016.07.05.13.42,ul,50,4,2016.07.05
2016.07.05.13.42,ul,355,5,2016.07.05
2016.07.05.13.42,ul,50,6,2016.07.05
2016.07.05.13.42,ul,320,7,2016.07.05
2016.07.05.13.42,ul,330,8,2016.07.05
2016.07.05.13.42,ul,355,9,2016.07.05
2016.07.05.13.42,ul,20,10,2016.07.05
2016.07.05.13.42,ul,30,11,2016.07.05
2016.07.05.13.42,ul,70,12,2016.07.05
2016.07.05.13.42,ul,85,13,2016.07.05
2016.07.05.13.42,ul,70,14,2016.07.05
2016.07.05.13.42,uh,250,15,2016.07.05
2016.07.05.13.42,uh,220,16,2016.07.05
2016.07.05.13.42,uh,245,17,2016.07.05
2016.07.05.13.42,uh,280,18,2016.07.05
2016.07.05.13.42,uh,290,19,2016.07.05
2016.07.05.13.42,uh,285,20,2016.07.05
2016.07.05.13.42,uh,285,21,2016.07.05
2016.07.05.13.42,uh,290,22,2016.07.05
2016.07.05.13.42,uh,270,23,2016.07.05
2016.07.05.13.42,uh,275,24,2016.07.05
2016.07.05.13.42,uh,275,25,2016.07.05
2016.07.05.13.42,uh,300,26,2016.07.05
2016.07.05.13.42,gh,295,27,2016.07.05
2016.07.05.13.42,gh,270,28,2016.07.05
2016.07.05.13.42,gh,300,29,2016.07.05
2016.07.05.13.42,gh,285,30,2016.07.05
2016.07.05.13.42,gh,265,31,2016.07.05
2016.07.05.13.49,ul,235,1,2016.07.05
2016.07.05.13.49,ul,210,2,2016.07.05
2016.07.05.13.49,ul,200,3,2016.07.05
2016.07.05.13.49,ul,195,4,2016.07.05
2016.07.05.13.49,ul,245,5,2016.07.05
2016.07.05.13.49,ul,335,6,2016.07.05
2016.07.05.13.49,ul,345,7,2016.07.05
2016.07.05.13.49,ul,265,8,2016.07.05
2016.07.05.13.49,ul,265,9,2016.07.05
2016.07.05.13.49,ul,210,10,2016.07.05
2016.07.05.13.49,ul,190,11,2016.07.05
2016.07.05.13.49,ul,255,12,2016.07.05
2016.07.05.13.49,ul,300,13,2016.07.05
2016.07.05.13.49,ul,335,14,2016.07.05
2016.07.05.13.49,uh,280,15,2016.07.05
2016.07.05.13.49,uh,280,16,2016.07.05
2016.07.05.13.49,uh,255,17,2016.07.05
2016.07.05.13.49,uh,315,18,2016.07.05
2016.07.05.13.49,uh,265,19,2016.07.05
2016.07.05.13.49,uh,300,20,2016.07.05
2016.07.05.13.49,uh,295,21,2016.07.05
2016.07.05.13.49,uh,270,22,2016.07.05
2016.07.05.13.49,uh,330,23,2016.07.05
2016.07.05.14.01,ul,20,1,2016.07.05
2016.07.05.14.01,ul,15,2,2016.07.05
2016.07.05.14.01,ul,355,3,2016.07.05
2016.07.05.14.01,ul,35,4,2016.07.05
2016.07.05.14.01,ul,0,5,2016.07.05
2016.07.05.14.01,ul,350,6,2016.07.05
2016.07.05.14.01,ul,20,7,2016.07.05
2016.07.05.14.01,ul,60,8,2016.07.05
2016.07.05.14.01,ul,70,9,2016.07.05
2016.07.05.14.01,ul,70,10,2016.07.05
2016.07.05.14.01,ul,10,11,2016.07.05
2016.07.05.14.01,ul,340,12,2016.07.05
2016.07.05.14.01,ul,350,13,2016.07.05
2016.07.05.14.01,ul,15,14,2016.07.05
2016.07.05.14.01,ul,350,15,2016.07.05
2016.07.05.14.01,ul,10,16,2016.07.05
2016.07.05.14.01,ul,350,17,2016.07.05
2016.07.05.14.01,ul,15,18,2016.07.05
2016.07.05.14.01,ul,25,19,2016.07.05
2016.07.05.14.01,ul,60,20,2016.07.05
2016.07.05.14.01,ul,80,21,2016.07.05
2016.07.05.14.01,ul,100,22,2016.07.05
2016.07.05.14.01,ul,5,23,2016.07.05
2016.07.05.14.01,ul,50,24,2016.07.05
2016.07.05.14.01,uh,345,25,2016.07.05
2016.07.05.14.01,uh,355,26,2016.07.05
2016.07.05.14.01,uh,350,27,2016.07.05
2016.07.05.14.01,uh,345,28,2016.07.05
2016.07.05.14.01,uh,330,29,2016.07.05
2016.07.05.14.01,uh,340,30,2016.07.05
2016.07.05.14.01,uh,310,31,2016.07.05
2016.07.05.14.01,uh,330,32,2016.07.05
2016.07.05.14.01,uh,330,33,2016.07.05
2016.07.05.14.01,uh,340,34,2016.07.05
2016.07.05.14.01,uh,320,35,2016.07.05
2016.07.05.14.01,uh,335,36,2016.07.05
2016.07.05.14.01,uh,355,37,2016.07.05
2016.07.05.14.01,uh,330,38,2016.07.05
2016.07.05.14.01,uh,320,39,2016.07.05
2016.07.05.14.01,uh,340,40,2016.07.05
2016.07.05.14.01,gh,340,41,2016.07.05
2016.07.05.14.01,gh,345,42,2016.07.05
2016.07.05.14.01,gh,320,43,2016.07.05
2016.07.05.14.01,gh,350,44,2016.07.05
2016.07.05.14.01,gh,340,45,2016.07.05
2016.07.05.14.01,gh,340,46,2016.07.05
2016.07.05.14.01,gh,325,47,2016.07.05
2016.07.05.14.01,gh,355,48,2016.07.05
2016.07.05.14.01,gh,310,49,2016.07.05
2016.07.05.14.01,gh,340,50,2016.07.05
2016.07.05.14.01,gh,340,51,2016.07.05
2016.07.05.14.01,gh,330,52,2016.07.05
2016.07.05.14.01,gh,0,53,2016.07.05
2016.07.05.14.12,ul,50,1,2016.07.05
2016.07.05.14.12,ul,330,2,2016.07.05
2016.07.05.14.12,ul,0,3,2016.07.05
2016.07.05.14.12,ul,0,4,2016.07.05
2016.07.05.14.12,ul,350,5,2016.07.05
